"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Saw II: Flesh & Blood","PS3","2010","Action","Konami Digital Entertainment",0.1,0.07,0,0.03,0.19
"SBK X: Superbike World Championship","PS3","2010","Racing","Black Bean Games",0.05,0.13,0,0.04,0.22
"Sengoku Basara: Samurai Heroes","PS3","2010","Action","Capcom",0.17,0.04,0.4,0.03,0.65
"Shaun White Skateboarding","PS3","2010","Sports","Ubisoft",0.11,0.05,0,0.03,0.19
"Shin Sangoku Musou Online: Kamishou Ranbu","PS3","2010","Action","Tecmo Koei",0,0,0.03,0,0.03
"Shin Sangoku Musou Online: Souten Ranbu","PS3","2010","Action","Tecmo Koei",0,0,0.02,0,0.02
"Shrek: Forever After","PS3","2010","Platform","Activision",0.16,0.02,0,0.02,0.19
"SingStar Apres-Ski Party 2","PS3","2010","Misc","Sony Computer Entertainment",0,0.07,0,0.02,0.09
"SingStar Dance","PS3","2010","Misc","Sony Computer Entertainment",0.09,0.32,0,0.12,0.53
"SingStar Fussballhits","PS3","2010","Misc","Sony Computer Entertainment",0,0.02,0,0.01,0.03
"SingStar Guitar","PS3","2010","Misc","Sony Computer Entertainment",0,0.08,0,0.02,0.11
"Skate 3","PS3","2010","Sports","Electronic Arts",0.79,0.94,0,0.35,2.08
"Sly 2: Band of Thieves","PS3","2010","Platform","Sony Computer Entertainment",0,0.05,0,0.02,0.07
"Sonic & Sega All-Stars Racing","PS3","2010","Racing","Sega",0.36,0.46,0,0.17,0.98
"Spider-Man: Shattered Dimensions","PS3","2010","Action","Activision",0.26,0.13,0,0.06,0.45
"Split/Second","PS3","2010","Racing","Disney Interactive Studios",0.31,0.31,0.01,0.12,0.75
"Sports Champions","PS3","2010","Sports","Sony Computer Entertainment",2.12,1.14,0.1,0.51,3.87
"Star Ocean: The Last Hope International","PS3","2010","Role-Playing","Square Enix",0.28,0.16,0.22,0.08,0.73
"Star Wars: The Force Unleashed II","PS3","2010","Action","LucasArts",0.8,0.53,0,0.22,1.55
"Start the Party!","PS3","2010","Misc","Sony Computer Entertainment",0.07,0.42,0,0.14,0.64
"Tales of Graces f","PS3","2010","Role-Playing","Namco Bandai Games",0.28,0.21,0.45,0.08,1.02
"The Fight: Lights Out","PS3","2010","Fighting","Sony Computer Entertainment",0.29,0.22,0,0.09,0.6
"The God of War Trilogy","PS3","2010","Action","Sony Computer Entertainment",0,0.07,0.03,0.02,0.12
"The Lord of the Rings: Aragorn's Quest","PS3","2010","Action","Warner Bros. Interactive Entertainment",0.1,0.04,0,0.02,0.17
"The Shoot","PS3","2010","Shooter","Sony Computer Entertainment",0.13,0.16,0.01,0.06,0.35
"The Sims 3","PS3","2010","Simulation","Electronic Arts",0.73,0.97,0.02,0.34,2.06
"The Sly Collection","PS3","2010","Platform","Sony Computer Entertainment",0.52,0.09,0.01,0.07,0.69
"The X-Factor","PS3","2010","Misc","Deep Silver",0,0.1,0,0.03,0.14
"Tiger Woods PGA Tour 11","PS3","2010","Sports","Electronic Arts",0.37,0.34,0,0.13,0.84
"Time Crisis: Razing Storm","PS3","2010","Shooter","Namco Bandai Games",0.18,0.21,0.07,0.08,0.55
"Tom Clancy's HAWX 2","PS3","2010","Action","Ubisoft",0.21,0.12,0.03,0.05,0.42
"Tony Hawk: Shred","PS3","2010","Sports","Activision",0.18,0.07,0,0.04,0.28
"Toy Story 3: The Video Game","PS3","2010","Action","Disney Interactive Studios",0.51,0.42,0,0.17,1.11
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)","PS3","2010","Shooter","Activision",0.24,0.19,0,0.08,0.51
"TRINITY: Souls of Zill O'll","PS3","2010","Role-Playing","Ubisoft Annecy",0.06,0.03,0.03,0.02,0.14
"TRON: Evolution","PS3","2010","Action","Disney Interactive Studios",0.27,0.1,0,0.05,0.43
"Truth or Lies","PS3","2010","Misc","THQ",0.06,0.02,0,0.01,0.09
"TV Superstars","PS3","2010","Misc","Sony Computer Entertainment",0.07,0.13,0,0.05,0.25
"UFC Undisputed 2010","PS3","2010","Fighting","THQ",0.8,0.41,0.02,0.19,1.42
"Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku","PS3","2010","Adventure","Alchemist",0,0,0.02,0,0.02
"Vancouver 2010 - The Official Video Game of the Olympic Winter Games","PS3","2010","Sports","Sega",0.09,0.2,0,0.07,0.35
"Vanquish","PS3","2010","Shooter","Sega",0.21,0.22,0.11,0.09,0.62
"Venetica","PS3","2010","Role-Playing","DTP Entertainment",0.07,0.04,0,0.02,0.13
"White Album: Tsuzurareru Fuyu no Omoide","PS3","2010","Adventure","Aqua Plus",0,0,0.05,0,0.05
"White Knight Chronicles II","PS3","2010","Role-Playing","Sony Computer Entertainment",0.23,0.09,0.27,0.05,0.64
"Winning Post 7 2010","PS3","2010","Sports","Tecmo Koei",0,0,0.07,0,0.07
"Winning Post World 2010","PS3","2010","Sports","Tecmo Koei",0,0,0.04,0,0.04
"Winter Sports 3: The Great Tournament","PS3","2010","Sports","Tradewest",0,0.03,0,0.01,0.04
"World Soccer Winning Eleven 2010: Aoki Samurai no Chousen","PS3","2010","Sports","Konami Digital Entertainment",0,0,0.23,0,0.23
"WWE SmackDown vs. Raw 2011","PS3","2010","Fighting","THQ",0.44,0.46,0.01,0.18,1.1
"Zumba Fitness","PS3","2010","Sports","505 Games",0.28,0.21,0,0.09,0.59
"Ace Combat: Assault Horizon","PS3","2011","Action","Namco Bandai Games",0.3,0.16,0.22,0.07,0.74
"After Hours Athletes","PS3","2011","Sports","Sony Computer Entertainment",0,0.1,0,0.03,0.12
"Air Conflicts: Secret Wars","PS3","2011","Simulation","bitComposer Games",0.1,0.06,0,0.03,0.19
"Alice: Madness Returns","PS3","2011","Adventure","Electronic Arts",0.22,0.25,0.04,0.09,0.6
"Arcana Heart 3","PS3","2011","Fighting","PQube",0.04,0.05,0.1,0.02,0.2
"Assassin's Creed: Revelations","PS3","2011","Action","Ubisoft",1.41,2.02,0.1,0.72,4.24
"Atelier Meruru: Alchemist of Arland 3","PS3","2011","Role-Playing","Nippon Ichi Software",0.05,0,0.18,0.01,0.24
"Back to the Future: The Game","PS3","2011","Adventure","Telltale Games",0.07,0.01,0,0.01,0.09
"Batman: Arkham City","PS3","2011","Action","Warner Bros. Interactive Entertainment",2.7,1.91,0.11,0.8,5.53
"Battlefield 3","PS3","2011","Shooter","Electronic Arts",2.85,2.93,0.35,1.1,7.23
"Ben 10 Galactic Racing","PS3","2011","Racing","D3Publisher",0.06,0.02,0,0.01,0.09
"Biohazard: Revival Selection","PS3","2011","Action","Capcom",0,0,0.18,0,0.18
"Blazblue: Continuum Shift Extend","PS3","2011","Fighting","PQube",0,0,0.09,0,0.09
"Bleach: Soul Resurreccion","PS3","2011","Fighting","Nippon Ichi Software",0.27,0.11,0.07,0.05,0.5
"Bodycount","PS3","2011","Shooter","Codemasters",0.05,0.06,0,0.02,0.12
"Brink","PS3","2011","Shooter","Bethesda Softworks",0.29,0.32,0.01,0.12,0.74
"Bulletstorm","PS3","2011","Shooter","Electronic Arts",0.23,0.2,0.01,0.08,0.53
"Cabela's Adventure Camp","PS3","2011","Misc","Activision",0.06,0.03,0,0.02,0.11
"Cabela's Big Game Hunter 2012","PS3","2011","Sports","Activision",0.17,0.03,0,0.03,0.23
"Cabela's Survival: Shadows of Katmai","PS3","2011","Sports","Activision",0.11,0.05,0,0.03,0.19
"Call of Duty: Modern Warfare 3","PS3","2011","Shooter","Activision",5.54,5.82,0.49,1.62,13.46
"Call of Juarez: The Cartel","PS3","2011","Shooter","Ubisoft",0.12,0.13,0,0.05,0.3
"Captain America: Super Soldier","PS3","2011","Action","Sega",0.1,0.07,0,0.03,0.2
"Carnival Island","PS3","2011","Misc","Sony Computer Entertainment",0.13,0.06,0,0.04,0.23
"Cars 2","PS3","2011","Racing","Disney Interactive Studios",0.22,0.23,0,0.09,0.54
"Cartoon Network: Punch Time Explosion XL","PS3","2011","Fighting","Crave Entertainment",0.06,0,0,0,0.07
"Castlevania: Lords of Shadow - Reverie","PS3","2011","Action","Konami Digital Entertainment",0.02,0.01,0,0.01,0.04
"Catherine","PS3","2011","Adventure","Deep Silver",0.3,0.15,0.2,0.07,0.72
"Champion Jockey: G1 Jockey & Gallop Racer","PS3","2011","Sports","Tecmo Koei",0.06,0.05,0.08,0.02,0.21
"Child of Eden","PS3","2011","Shooter","Ubisoft",0.09,0.1,0,0.04,0.23
"Chou Jigen Game Neptune Mk-II","PS3","2011","Role-Playing","Compile Heart",0,0,0.09,0,0.09
"Clannad","PS3","2011","Adventure","Prototype",0,0,0.03,0,0.03
"Crysis 2","PS3","2011","Action","Electronic Arts",0.45,0.57,0.06,0.21,1.3
"Dance on Broadway","PS3","2011","Misc","Ubisoft",0.05,0.03,0,0.01,0.09
"Dance! It's Your Stage","PS3","2011","Misc","DTP Entertainment",0,0.02,0,0.01,0.02
"DanceStar Party","PS3","2011","Misc","Sony Computer Entertainment",0,0.35,0,0.1,0.46
"Dark Souls","PS3","2011","Role-Playing","Namco Bandai Games",0.75,0.54,0.54,0.23,2.07
"DC Universe Online","PS3","2011","Role-Playing","Sony Online Entertainment",0.35,0.12,0,0.06,0.52
"de Blob 2","PS3","2011","Platform","THQ",0.11,0.07,0,0.03,0.21
"Dead Island","PS3","2011","Action","Deep Silver",1.08,0.75,0.15,0.31,2.29
"Dead Rising 2: Off the Record","PS3","2011","Action","Capcom",0.11,0.08,0.1,0.03,0.33
"Dead Space 2","PS3","2011","Shooter","Electronic Arts",0.73,0.5,0,0.21,1.44
"Deus Ex: Human Revolution","PS3","2011","Shooter","Square Enix",0.5,0.6,0.07,0.23,1.39
"DiRT 3","PS3","2011","Racing","Codemasters",0.27,0.59,0.01,0.21,1.08
"Disgaea 4: A Promise Unforgotten","PS3","2011","Role-Playing","Nippon Ichi Software",0.27,0.11,0.14,0.06,0.58
"Disney Universe","PS3","2011","Action","Disney Interactive Studios",0.3,0.23,0,0.09,0.63
"Dragon Age II","PS3","2011","Action","Electronic Arts",0.4,0.27,0.05,0.12,0.84
"Dragon Ball Z: Ultimate Tenkaichi","PS3","2011","Fighting","Namco Bandai Games",0.27,0.18,0.09,0.08,0.62
"DreamWorks Super Star Kartz","PS3","2011","Racing","Activision",0.06,0.03,0,0.02,0.12
"Driver: San Francisco","PS3","2011","Racing","Ubisoft",0.24,0.54,0.01,0.18,0.98
"Duke Nukem Forever","PS3","2011","Shooter","Take-Two Interactive",0.33,0.31,0,0.12,0.77
"Dunamis 15","PS3","2011","Adventure","5pb",0,0,0.02,0,0.02
"Dungeon Siege III","PS3","2011","Role-Playing","Square Enix",0.17,0.14,0.03,0.06,0.39
"Dynasty Warriors 7","PS3","2011","Action","Tecmo Koei",0.25,0.14,0.46,0.06,0.92
"Dynasty Warriors 7: Xtreme Legends","PS3","2011","Action","Tecmo Koei",0.04,0.05,0.16,0.02,0.27
"Earth Defense Force: Insect Armageddon","PS3","2011","Shooter","D3Publisher",0.06,0.04,0.08,0.02,0.2
"El Shaddai: Ascension of the Metatron","PS3","2011","Action","Ignition Entertainment",0.11,0.07,0.08,0.03,0.29
"Everybody Dance","PS3","2011","Misc","Sony Computer Entertainment",0.11,0,0,0.01,0.12
"EyePet & Friends","PS3","2011","Simulation","Sony Computer Entertainment",0.06,0.09,0,0.03,0.19
"F.E.A.R. 3","PS3","2011","Shooter","Warner Bros. Interactive Entertainment",0.21,0.17,0.01,0.07,0.46
"F1 2011","PS3","2011","Racing","Codemasters",0.12,0.75,0.11,0.25,1.22
"Family Game Night 4: The Game Show","PS3","2011","Misc","Electronic Arts",0.08,0.02,0,0.01,0.11
"FIFA 12","PS3","2011","Sports","Electronic Arts",0.84,4.32,0.11,1.42,6.69
"Fight Night Champion","PS3","2011","Fighting","Electronic Arts",0.45,0.51,0,0.19,1.15
"Final Fantasy XIII-2","PS3","2011","Role-Playing","Square Enix",0.78,0.75,0.89,0.26,2.68
"Fit in Six","PS3","2011","Sports","Ubisoft",0.12,0,0,0.01,0.13
"Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa","PS3","2011","Misc","Unknown",0,0,0.03,0,0.03
"Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack","PS3","2011","Action","Namco Bandai Games",0,0,0.22,0,0.22
"Generator Rex: Agent of Providence","PS3","2011","Action","Activision",0.05,0.01,0,0.01,0.07
"Get Up and Dance","PS3","2011","Misc","O-Games",0.03,0.01,0,0,0.04
"God of War: Origins Collection","PS3","2011","Action","Sony Computer Entertainment",0.39,0.08,0.02,0.06,0.56
"Goldeneye 007: Reloaded","PS3","2011","Shooter","Activision",0.33,0.35,0,0.13,0.8
"Grease Dance","PS3","2011","Misc","505 Games",0.05,0.02,0,0.01,0.08
"Green Lantern: Rise of the Manhunters","PS3","2011","Action","Warner Bros. Interactive Entertainment",0.09,0.05,0,0.03,0.17
"Harry Potter and the Deathly Hallows - Part 2","PS3","2011","Action","Electronic Arts",0.14,0.15,0,0.05,0.34
"Heavy Fire: Afghanistan","PS3","2011","Shooter","Unknown",0.17,0,0,0.01,0.18
"Homefront","PS3","2011","Shooter","THQ",0.32,0.4,0.04,0.15,0.91
"Hunted: The Demon's Forge","PS3","2011","Action","Bethesda Softworks",0.12,0.08,0.02,0.04,0.26
"Hyperdimension Neptunia mk2","PS3","2011","Action","Nippon Ichi Software",0,0.01,0,0,0.01
"ICO","PS3","2011","Action","Sony Computer Entertainment",0,0,0.06,0,0.06
"inFAMOUS 2","PS3","2011","Action","Sony Computer Entertainment",1.05,0.49,0.08,0.23,1.85
"JASF: Jane's Advanced Strike Fighters","PS3","2011","Simulation","Deep Silver",0.07,0.03,0,0.02,0.11
"Jikkyou Powerful Pro Yakyuu 2011","PS3","2011","Sports","Konami Digital Entertainment",0,0,0.26,0,0.26
"Jikkyou Powerful Pro Yakyuu 2011 Ketteiban","PS3","2011","Sports","Konami Digital Entertainment",0,0,0.07,0,0.07
"Jimmie Johnson's Anything With an Engine","PS3","2011","Racing","Konami Digital Entertainment",0.07,0,0,0.01,0.07
"Just Dance 3","PS3","2011","Misc","Ubisoft",0.33,0.21,0,0.09,0.63
"Just Dance Kids 2","PS3","2011","Misc","Ubisoft",0.1,0.1,0,0.04,0.25
"Kidou Senshi Gundam: Extreme VS","PS3","2011","Fighting","Namco Bandai Games",0,0,0.54,0,0.54
"Killzone 3","PS3","2011","Shooter","Sony Computer Entertainment",1.45,0.88,0.09,0.38,2.79
"Knights Contract","PS3","2011","Action","Namco Bandai Games",0.04,0.03,0,0.01,0.09
"Kung Fu Panda 2","PS3","2011","Action","THQ",0.04,0.04,0,0.02,0.1
"L.A. Noire","PS3","2011","Adventure","Take-Two Interactive",1.27,1.33,0.12,0.51,3.23
"LEGO Pirates of the Caribbean: The Video Game","PS3","2011","Action","Disney Interactive Studios",0.36,0.46,0,0.17,0.99
"LEGO Star Wars III: The Clone Wars","PS3","2011","Action","LucasArts",0.52,0.49,0,0.2,1.2
"Let's Dance with Mel B","PS3","2011","Sports","Black Bean Games",0,0.02,0,0.01,0.03
"LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment",1.82,1.07,0.06,0.47,3.42
"Love Once: Mermaid's Tears","PS3","2011","Adventure","Unknown",0,0,0.02,0,0.02
"Machi-ing Maker 4","PS3","2011","Strategy","D3Publisher",0,0,0.02,0,0.02
"Madden NFL 12","PS3","2011","Sports","Electronic Arts",1.93,0.15,0,0.17,2.25
"Major League Baseball 2K11","PS3","2011","Sports","Take-Two Interactive",0.15,0.03,0,0.02,0.2
"Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita","PS3","2011","Strategy","Nippon Ichi Software",0,0,0.03,0,0.03
"Marvel Super Hero Squad: Comic Combat","PS3","2011","Action","THQ",0.11,0.07,0,0.03,0.21
"Marvel vs. Capcom 3: Fate of Two Worlds","PS3","2011","Fighting","Capcom",0.81,0.29,0.11,0.14,1.35
"Mass Effect 2","PS3","2011","Role-Playing","Electronic Arts",0.78,0.47,0.03,0.2,1.48
"Mayhem 3D","PS3","2011","Racing","Evolved Games",0.05,0,0,0.01,0.06
"Medieval Moves: Deadmund's Quest","PS3","2011","Action","Sony Computer Entertainment",0.13,0.12,0,0.05,0.29
"Metal Gear Solid HD Edition","PS3","2011","Action","Konami Digital Entertainment",0,0,0.1,0,0.1
"Metal Gear Solid: Peace Walker HD Edition","PS3","2011","Action","Konami Digital Entertainment",0,0,0.15,0,0.15
"Michael Jackson: The Experience","PS3","2011","Misc","Ubisoft",0.25,0.2,0,0.08,0.54
"MindJack","PS3","2011","Shooter","Square Enix",0.07,0.08,0,0.03,0.18
"MLB 11: The Show","PS3","2011","Sports","Sony Computer Entertainment",0.54,0,0,0.04,0.58
"Monkey Island: Special Edition Collection","PS3","2011","Adventure","Activision",0,0.08,0,0.03,0.11
"Monster Hunter Freedom 2","PS3","2011","Role-Playing","Capcom",0,0,0.5,0,0.5
"Mortal Kombat","PS3","2011","Fighting","Warner Bros. Interactive Entertainment",1.98,0.55,0,0.32,2.85
"MotionSports: Adrenaline","PS3","2011","Sports","Ubisoft",0.08,0.06,0,0.03,0.16
"MotoGP 10/11","PS3","2011","Racing","Capcom",0.04,0.1,0,0.04,0.17
"MotorStorm: Apocalypse","PS3","2011","Racing","Sony Computer Entertainment",0.21,0.2,0,0.08,0.49
"MX vs. ATV: Alive","PS3","2011","Racing","THQ",0.24,0.15,0,0.07,0.47
"My Fitness Coach: Club","PS3","2011","Sports","Ubisoft",0,0.1,0,0.04,0.14
"NASCAR 2011: The Game","PS3","2011","Racing","Activision",0.25,0,0,0.02,0.27
"NASCAR Unleashed","PS3","2011","Racing","Activision",0.09,0,0,0.01,0.1
"National Geographic Challenge!","PS3","2011","Misc","Black Bean Games",0.01,0.03,0,0.01,0.05
"NBA 2K12","PS3","2011","Sports","Take-Two Interactive",1.61,0.27,0.05,0.18,2.11
"NCAA Football 12","PS3","2011","Sports","Electronic Arts",0.78,0,0,0.05,0.83
"NCIS","PS3","2011","Adventure","Ubisoft",0.07,0.04,0,0.02,0.13
"Need for Speed: Shift 2 Unleashed","PS3","2011","Racing","Electronic Arts",0.2,0.36,0,0.13,0.69
"Need for Speed: The Run","PS3","2011","Action","Electronic Arts",0.58,1.06,0.03,0.37,2.04
"NHL 12","PS3","2011","Sports","Electronic Arts",0.36,0.16,0,0.07,0.59
"Ni no Kuni: Wrath of the White Witch","PS3","2011","Role-Playing","Namco Bandai Games",0.6,0.51,0.21,0.23,1.55
"No More Heroes: Red Zone","PS3","2011","Action","Marvelous Interactive",0,0,0.09,0,0.09
"Nobunaga no Yabou: Tendou with Power-Up Kit","PS3","2011","Strategy","Tecmo Koei",0,0,0.07,0,0.07
"Nurarihyon no Mago: Hyakki Ryouran Taisen","PS3","2011","Fighting","Konami Digital Entertainment",0,0,0.02,0,0.02
"Omerta: City of Gangsters","PS3","2011","Simulation","Konami Digital Entertainment",0.52,0.46,0,0.17,1.15
"Operation Flashpoint: Red River","PS3","2011","Shooter","Codemasters",0.06,0.15,0.07,0.05,0.33
"Order Up!!","PS3","2011","Action","Funbox Media",0.04,0.01,0,0.01,0.06
"Pac-Man All-Stars","PS3","2011","Fighting","Namco Bandai Games",0.2,0.08,0.04,0.04,0.35
"Phineas and Ferb: Across the 2nd Dimension","PS3","2011","Action","Disney Interactive Studios",0.15,0.12,0,0.05,0.33
"Pictionary: Ultimate Edition","PS3","2011","Misc","THQ",0.15,0.06,0,0.03,0.24
"Plants vs. Zombies","PS3","2011","Strategy","PopCap Games",0.18,0,0,0.01,0.19
"PlayStation Move Heroes","PS3","2011","Platform","Sony Computer Entertainment",0.08,0.06,0,0.03,0.17
"Portal 2","PS3","2011","Shooter","Valve",0.83,0.63,0.02,0.25,1.74
"Pro Evolution Soccer 2012","PS3","2011","Action","Konami Digital Entertainment",0.34,0.97,0.55,0.33,2.19
"Pro Yaky? Spirits 2011","PS3","2011","Sports","Konami Digital Entertainment",0,0,0.18,0,0.18
"Puss in Boots","PS3","2011","Action","THQ",0.07,0.01,0,0.01,0.09
"Rage","PS3","2011","Shooter","Bethesda Softworks",0.47,0.59,0.06,0.21,1.33
"Rango: The Video Game","PS3","2011","Action","Electronic Arts",0.07,0.09,0,0.04,0.19
"Ratchet & Clank: All 4 One","PS3","2011","Platform","Sony Computer Entertainment",0.75,0.22,0.05,0.12,1.15
"Rayman Origins","PS3","2011","Platform","Ubisoft",0.33,0.51,0.01,0.18,1.03
"Red Faction: Armageddon","PS3","2011","Shooter","THQ",0.2,0.16,0.03,0.07,0.46
"Resistance 3","PS3","2011","Shooter","Sony Computer Entertainment",0.64,0.58,0.05,0.23,1.5
"Resistance Dual Pack","PS3","2011","Shooter","Sony Computer Entertainment",0,0.01,0,0,0.01
"Rio","PS3","2011","Misc","THQ",0.04,0.09,0,0.03,0.16
"Rock Band Country Track Pack 2","PS3","2011","Misc","MTV Games",0.07,0,0,0.01,0.07
"Rocksmith","PS3","2011","Misc","Ubisoft",0.52,0.38,0.09,0.17,1.16
"Rugby World Cup 2011","PS3","2011","Sports","505 Games",0,0.25,0,0.08,0.33
"Rune Factory: Tides of Destiny","PS3","2011","Role-Playing","Marvelous Interactive",0.14,0,0.07,0.01,0.22
"Saint Seiya: Sanctuary Battle","PS3","2011","Action","Namco Bandai Games",0,0.09,0.11,0.03,0.23
"Saints Row: The Third","PS3","2011","Action","THQ",0.86,1.06,0.18,0.39,2.49
"SBK 2011: FIM Superbike World Championship","PS3","2011","Racing","Black Bean Games",0.01,0.1,0,0.03,0.14
"Sengoku Basara 3 Utage","PS3","2011","Action","Capcom",0,0,0.22,0,0.22
"Sengoku Musou 3 Empires","PS3","2011","Action","Tecmo Koei",0,0,0.14,0,0.14
"Sengoku Musou 3 Z","PS3","2011","Action","Ackkstudios",0,0,0.33,0,0.33
"Shadow of the Colossus","PS3","2011","Action","Sony Computer Entertainment",0,0,0.04,0,0.04
"Shadows of the Damned","PS3","2011","Action","Electronic Arts",0.11,0.09,0.04,0.04,0.28
"Shin Kamaitachi no Yoru: 11 Hitome no Suspect","PS3","2011","Adventure","THQ",0,0,0.11,0,0.11
"SingStar: Back to the 80s","PS3","2011","Misc","Sony Computer Entertainment",0,0.16,0,0.05,0.21
"Skylanders: Spyro's Adventure","PS3","2011","Action","Activision",0.39,0.4,0,0.16,0.95
"Sniper: Ghost Warrior","PS3","2011","Shooter","City Interactive",0.26,0.36,0.04,0.14,0.8
"SOCOM 4: U.S. Navy SEALs","PS3","2011","Shooter","Sony Computer Entertainment",0.66,0.12,0.04,0.08,0.9
"Sonic Generations","PS3","2011","Platform","Sega",0.6,0.73,0.02,0.28,1.63
"Spider-Man: Edge of Time","PS3","2011","Action","Activision",0.13,0.07,0,0.03,0.23
"Start the Party! Save the World","PS3","2011","Misc","Sony Computer Entertainment",0,0.09,0,0.03,0.11
"Summer Challenge: Athletics Tournament","PS3","2011","Sports","PQube",0,0.03,0,0.01,0.04
"Supremacy MMA","PS3","2011","Fighting","505 Games",0.06,0.04,0,0.02,0.13
"Suzumiya Haruhi no Tsuisou","PS3","2011","Adventure","Namco Bandai Games",0,0,0.03,0,0.03
"Tales of Xillia","PS3","2011","Role-Playing","Namco Bandai Games",0.29,0.19,0.67,0.09,1.24
"The Adventures of Tintin: The Game","PS3","2011","Action","Ubisoft",0.06,0.16,0,0.05,0.27
"The Cursed Crusade","PS3","2011","Action","DTP Entertainment",0.07,0.07,0.01,0.03,0.17
"The Elder Scrolls V: Skyrim","PS3","2011","Role-Playing","Bethesda Softworks",2.55,2.71,0.25,1.05,6.56
"The House of the Dead: Overkill - Extended Cut","PS3","2011","Shooter","Sega",0.15,0.17,0,0.06,0.38
"The ICO & Shadow of the Colossus Collection","PS3","2011","Adventure","Sony Computer Entertainment",0.67,0.37,0.13,0.17,1.35
"The Idolm@ster 2","PS3","2011","Misc","Namco Bandai Games",0,0,0.16,0,0.16
"The Idolmaster: Gravure For You! Vol. 2","PS3","2011","Misc","Namco Bandai Games",0,0,0.05,0,0.05
"The Idolmaster: Gravure For You! Vol. 3","PS3","2011","Misc","Namco Bandai Games",0,0,0.08,0,0.08
"The King of Fighters XIII","PS3","2011","Fighting","Rising Star Games",0.17,0.07,0.04,0.03,0.31
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","PS3","2011","Action","THQ",0.04,0.03,0,0.01,0.09
"The Tomb Raider Trilogy","PS3","2011","Action","Square Enix",0.27,0.5,0,0.17,0.94
"Thor: God of Thunder","PS3","2011","Action","Sega",0.07,0.06,0,0.02,0.15
"Tiger Woods PGA Tour 12: The Masters","PS3","2011","Sports","Electronic Arts",0.52,0.26,0,0.12,0.9
"To Heart 2 DX Plus","PS3","2011","Adventure","Aqua Plus",0,0,0.05,0,0.05
"Tom Clancy's Splinter Cell Classic Trilogy HD","PS3","2011","Action","Ubisoft",0.02,0,0,0,0.02
"Tom Clancy's Splinter Cell Trilogy","PS3","2011","Action","Ubisoft",0,0.1,0,0.03,0.12
"Top Gun","PS3","2011","Simulation","505 Games",0.06,0,0,0.01,0.07
"Top Spin 4","PS3","2011","Sports","Take-Two Interactive",0.17,0.4,0,0.14,0.71
"Transformers: Dark of the Moon","PS3","2011","Action","Activision",0.11,0.19,0,0.07,0.37
"Two Worlds II","PS3","2011","Role-Playing","Unknown",0.26,0.11,0.06,0.05,0.48
"UFC Personal Trainer: The Ultimate Fitness System","PS3","2011","Sports","THQ",0.08,0.09,0,0.04,0.2
"Ultimate Marvel vs. Capcom 3","PS3","2011","Fighting","Capcom",0,0.04,0.04,0.01,0.1
"Uncharted 3: Drake's Deception","PS3","2011","Action","Sony Computer Entertainment",2.77,2.8,0.19,1.06,6.83
"Virtua Tennis 4","PS3","2011","Sports","Sega",0.09,0.25,0.03,0.09,0.46
"Warhammer 40,000: Space Marine","PS3","2011","Shooter","THQ",0.13,0.25,0,0.09,0.46
"Warriors Orochi 3","PS3","2011","Action","Ubisoft Annecy",0,0.04,0.57,0.01,0.62
"Warriors: Legends of Troy","PS3","2011","Action","Tecmo Koei",0.06,0.05,0.07,0.02,0.19
"Way of the Samurai 4","PS3","2011","Action","Nippon Ichi Software",0,0.03,0.16,0.01,0.2
"Winter Sports 2011","PS3","2011","Sports","DTP Entertainment",0,0.04,0,0.01,0.05
"Winter Stars","PS3","2011","Sports","Deep Silver",0.01,0.06,0,0.02,0.09
"Wipeout 2","PS3","2011","Misc","Activision",0.11,0,0,0.01,0.12
"Wizardry Twin Pack","PS3","2011","Role-Playing","Acquire",0,0,0.02,0,0.02
"WRC 2: FIA World Rally Championship","PS3","2011","Racing","Ubisoft",0,0.13,0,0.04,0.17
"WSC Real 11: World Snooker Championship","PS3","2011","Sports","Koch Media",0,0.07,0,0.02,0.09
"WWE '12","PS3","2011","Fighting","THQ",0.53,0.46,0.02,0.17,1.18
"WWE All Stars","PS3","2011","Fighting","THQ",0.16,0.18,0,0.07,0.42
"X-Men: Destiny","PS3","2011","Action","Activision",0.14,0.08,0,0.03,0.25
"Yakuza: Dead Souls","PS3","2011","Shooter","Sega",0.09,0.07,0.42,0.03,0.61
"Yoostar2","PS3","2011","Misc","Unknown",0.04,0.05,0,0.02,0.11
"You Don't Know Jack","PS3","2011","Misc","THQ",0.16,0,0,0.01,0.18
".hack: Sekai no Mukou ni + Versus","PS3","2012","Action","Namco Bandai Games",0,0,0.03,0,0.03
"[Prototype 2]","PS3","2012","Action","Activision",0.36,0.28,0,0.11,0.75
"Accel World: Ginyoku no Kakusei","PS3","2012","Adventure","Namco Bandai Games",0,0,0.03,0,0.03
"Akatsuki no Goei Trinity","PS3","2012","Adventure","5pb",0,0,0.01,0,0.01
